0.013046736	 0.016667836
0.067468317	 0.037362837
0.160295216	 0.054771591
0.283302303	 0.067316680
0.425562830	 0.073881056
0.574437170	 0.073881056
0.716697697	 0.067316680
0.839704784	 0.054771591
0.932531683	 0.037362837
0.986953264	 0.016667836
-0.013046736	 0.016667836
-0.067468317	 0.037362837
-0.160295216	 0.054771591
-0.283302303	 0.067316680
-0.425562830	 0.073881056
-0.574437170	 0.073881056
-0.716697697	 0.067316680
-0.839704784	 0.054771591
-0.932531683	 0.037362837
-0.986953264	 0.016667836
